company_name,position_name,position_description,skills
FRITZ!,Software Entwickler Embedded Systems WLAN (w/​m/​d),"Deine Aufgaben:: Du programmierst systemnahe für Linux-Embedded-Plattformen im WLAN-Team Deine Verantwortung ist die Integration und Pflege von WLAN-Treibern und Systemkomponenten in FRITZ!-Produkte Du bist für die Umsetzung komplexer technischer Anforderungen in modulare Strukturen und robuste Software zuständig Zu deinen Aufgaben gehören teamübergreifende Abstimmung und Zusammenarbeit mit unseren Chipsatzlieferanten Dabei arbeitest du mit den neuesten Technologien im Bereich WLAN und deren Übertragung auf unsere Produkte | Dein Profil:: Erfolgreich abgeschlossenes Studium der Informatik oder eines verwandten Studienganges Kenntnisse im Bereich Linux Kernel, Treiber- und systemnaher Applikationsentwicklung Analytisches Denkvermögen, hohe Problemlösungskompetenz sowie Kommunikationsstärke Begeisterung und Verständnis von WLAN im Heimnetz Sehr gute Deutsch- (mind. B2-Niveau) und gute Englischkenntnisse",Developer;Linux;WLAN
enthus,IT Systemadministrator (m/w/d) Azure,"Deine Aufgaben: Als IT Systemadministrator (m/w/d) Azure bist du verantwortlich für den reibungslosen Betrieb unserer Kundenumgebungen in der Microsoft Azure Cloud für unsere Managed Services Du kümmerst Dich um die Verwaltung und Administration der virtuellen Systemumgebungen in Microsoft Azure Du pflegst u.A. die Bereitstellung unserer Azure Virtual Desktop Umgebung und konfigurierst wichtige Services in Microsoft Azure Du automatisierst wiederkehrende Abläufe und kümmerst dich um Standardisierung Du betreibst in deinem Team den Modern Workplace für unsere Kunden Dein Input trägt entscheidend zur Weiterentwicklung unserer Produkte und Services bei | Dein Profil: Du kannst bei uns durchstarten, wenn du ein erfolgreich abgeschlossenes IT-Studium, eine IT-Ausbildung oder eine IT-Umschulung mitbringst Du hast mind. zwei Jahre Berufserfahrung im Bereich Microsoft Azure Infrastructure gesammelt und kennst dich mit den wichtigsten Azure Services (z.B. AVD, Entra ID) aus Autoscaling, Infrastructure as Code und Powershell sind keine Fremdworte für dich Zusätzlich konntest du Erfahrungen im technischen Support sammeln Du bist kommunikationsstark, hast Freude an der Arbeit mit Kunden und bist gerne bereit mitzugestalten",Cloud Computing;Microsoft Azure;PowerShell;Support;Systemadministration;Azure Active Directory
Allgeier inovar,Java Entwickler (m/w/d),Dein Aufgabenbereich: Weiterentwicklung unseres komplett neu aufgesetzten Produkts auf Basis aktueller Technologien Verantwortung für das technische Design und die Architektur neuer Features Mitarbeit in einem agilen Scrum-Team mit kurzen Entscheidungswegen Betrieb des Produkts in einem Kubernetes-Cluster – ein Wechsel in Richtung DevOps ist möglich,DevOps;Java;Kubernetes;Softwarearchitektur;Spring;Scrum
conmeet,Full Stack Developer (m/w/d) für Handwerks-Digitalisierungsplattform,Deine Hauptaufgaben: Entwicklung und Optimierung von Frontend- und Backend-Komponenten Design und Implementierung von RESTful APIs Code Reviews und Qualitätssicherung Performance-Optimierung und Skalierung der Anwendung Testing | Deine technische Anforderungen: Idealerweise Erfahrung mit React und Django Kenntnisse in SQL und ORM-Frameworks Vertrautheit mit containerisierten Entwicklungsumgebungen (Docker) Erfahrung mit Git-basierten Workflows,Data Engineering;Datenanalyse;Developer;Django;Machine Learning;Quality Assurance;React;REST API;SQL;Docker;Git
cbs Corporate Business Solutions,(Senior) Consultant SAP BI (m/w/d) im Application Management Support,"cbs Corporate Business Solutionscbs Corporate Business Solutions(Senior) Consultant SAP BI (m/w/d) im Application Management SupportBerlin, Dortmund, Düsseldorf, Frankfurt am Main, Freiburg (im Breisgau), Hamburg +5Home-OfficeBusiness IntelligenceConsultantConsultingSAPSAP Business Intelligence (SAP BI)SupportTopJetzt bewerbenWir sind die Berater der Weltmarktführer: Hochmotivierte Expertinnen und Experten, die als erfolgreiches Team digitale End-to-End-Geschäftsprozesslösungen vorantreiben. Gemeinsam stärken wir die Zukunft der beeindruckendsten Unternehmen der Welt aus Maschinen- und Anlagenbau, Automotive, Life Science, Pharma und Chemie, mit denen wir viel gemeinsam haben.Unser ausgezeichneter Ruf bei Hidden Champions öffnet Dir die Türen für anspruchsvolle Projekte mit einzigartigen Gestaltungsmöglichkeiten. Werde Teil einer der besten und verlässlichsten Beratungen und nutze vielfältige Entwicklungschancen. Als engagiertes Teammitglied kannst Du bei uns schnell Verantwortung übernehmen und über Dich hinauswachsen. Du triffst auf ein starkes Team, das zusammenhält und wirklich etwas bewegen will.Im Applikationssupport unterstützen wir als Lösungsanbieter unsere Kunden über den kompletten Lebenszyklus einer SAP-Systemlandschaft. Zur Verstärkung unseres Teams sind wir auf der Suche nach erfahrenen (Senior) Consultants in SAP Business Intelligence (m/w/d) im Application Management Support in Teil- oder Vollzeit.Was Dich erwartetDu analysierst technische BI-Applikationsprobleme im Detail (z.B. mittels Debuggings) auf der Suche nach Fehlerquellen (und deren Lösungen)Du überwachst BW-Prozessketten, korrigierst Fehler bei Abbrüchen und startest diese neuDu bearbeitest 3rd-Level-Support Tickets und bist für deren Nachverfolgung und Lösung zuständig.Du stehst in enger Abstimmung mit unseren Kunden und erstellst die dafür passende Spezifikationen für die technische Umsetzung.Du implementierst komplexe BI-Entwicklungsanforderungen im SAP Backend.Du optimierst und erweiterst bestehende BI-Applikationen.Du erweiterst ständig deine Fachkenntnisse im Bereich der neuen SAP-Business Intelligence Technologien.Was wir uns wünschenHochschulabschluss in BWL, (Wirtschafts-)Informatik oder vergleichbare QualifikationUmfangreiche Kenntnisse in SAP Business Intelligence auf (Senior-) Consultant LevelErfahrung im Betrieb und Entwicklung von SAP Business Intelligence LösungenGutes Verständnis von Reportingprozessen hinsichtlich betriebswirtschaftlicher Zusammenhänge und Geschäf",Consultant;Consulting;Support
K&P Computer,System-Engineer (m/w/d) - Microsoft 365 / Microsoft Azure,"DEINE aufgaben: Du sorgst dafür, dass die IT unserer Kunden läuft, dafür berätst Du in Hardware- und Softwarefragen. Des Weiteren stellst Du ganze Systeme und Netze zusammen und installierst, konfigurierst und betreust diese. Du setzt die betrieblichen Projektanforderungen unserer Kunden eigenständig oder im Team mit unseren Consultants um. Außerdem unterstützt Du bei der Migration und Bereitstellung von Services in der Cloud und bei der Entwicklung von komplexen Hybrid/ Cloud Konzepten. Dazu kommt die Ausarbeitung von HW/SW und Cloud Angeboten, sowie Weiterentwicklung der internen Cloud-Infrastruktur. Du gibst Dein Wissen gerne weiter und beraten bzw. präsentieren kundenspezifische Systemlösungen. Ebenfalls behebst Du Störungen durch den Einsatz von Remote- und Diagnosetools und übernehmen bei Implementationen eine Teilprojektleitung. | DEIN Profil: Du hast eine abgeschlossene Ausbildung oder ein Studium mit Schwerpunkt IT oder eine vergleichbare Qualifikation. Du besitzt sehr gute Microsoft Kenntnisse z.B. Microsoft 365 oder Azure. Bestenfalls bringst Du Erfahrung im Bereich Sharepoint Online oder Teams mit oder allgemeine Erfahrung im Bereich Windows Services mit (DNS, DHCP, File, Print, WSUS, Microsoft PKI, etc.). Kenntnisse bei der Migration und Troubleshooting von komplexen Infrastrukturen sind von Vorteil. Durch Deinen Teamgeist zeichnet Dich ein selbstständiges und eigenverantwortliches Arbeiten aus. Einsatz-/Reisebereitschaft und Englischkenntnisse runden Dein Profil ab.",Cloud Computing;DHCP;Hardware;Microsoft Azure;SharePoint;PKI
Resourcify,Join our Talent Community - Software Engineering Department,"ResourcifyResourcifyJoin our Talent Community - Software Engineering Departmentbundesweit, HamburgHome-OfficeSoftware EngineeringSystemadministrationJetzt bewerbenResourcify is the right place for you if you have:A passion for software engineering.A strong ""get things done"" attitude.An organized and analytical mindset.A genuine passion for the Green Economy, technology and recycling!Professional proficiency in written and spoken English. German would be a plus!Experience working in a fast-growth startup environment.If you feel that we are a good match and you are eager to join the Resource Revolution, please send is your CV along with the following information.What excites you the most about Resourcify?Your engineering expertise (qualifications, work experience).How we appreciate and empower Resourcians:We offer you a great working environment: Be part of a fast growing company with fantastic team members and ambitions.We love flexible working: Your times are flexible as you’ll be measured by your success, not by the number of hours you clock in.We provide you with extra time to recharge: You’ll have 30+ days of vacation to refuel your batteries and enjoy your life besides work. Not enough? You are more than welcome to take more days!We are a remote first company and convinced that we can do excellent work from from (almost) anywhere: You have the option to work from our central, beautifully equiped office in Hamburg or fully remote within Germany. At the moment we can also offer permanent employment in the following EU-countries: Austria, Denmark, Italy and Spain.We love a Workation! You can enjoy temporary remote work for up to three months provided that you have access to high speed Internet.We thoroughly enjoy each others’ company: Twice a year we come together for exciting company offsites to have fun and foster relationships! In addition, we also plan team events on a smaller scale.We provide you with high quality technical equipment (Laptop) and an additional Home-Office Budget to transform your home into the most enjoyable place to work!Jetzt bewerbenJob-InfosBerufsfelderAnwendungsentwicklungStudienfächerInformatikInformationstechnikWirtschaftsinformatikAbschlussAusbildungBachelorMaster/DiplomUnternehmenResourcifyProfil1 IT-JobIT-GehälterSalary Calculator Gerry LogoWas kann ich verdienen?Gehalt ausrechnenÄhnliche IT-JobsEVIDENT GmbHSoftwareentwickler (m/w/d) Bad Kreuznach AnwendungsentwicklungDr. Güldener GruppeSoftwareentwickler (m/w/d) Java / Ang",Software Engineering;Systemadministration;Java;Site Reliability Engineering
WetterOnline,Machine Learning Engineer (m/w/d),"WetterOnlineWetterOnlineMachine Learning Engineer (m/w/d)bundesweit, Bonn, Bornheim (Rhein-Sieg-Kreis)Home-OfficeC++Computer VisionGitGitlabJupyterJupyter Notebook +7Jetzt bewerbenWO bist du!Du interessierst dich für den Einsatz von ML-Verfahren bei der Analyse und Verarbeitung von Wetterdaten mit Python, PyTorch, NumPy und OpenCV?Du möchtest dazu beitragen, die Visualisierung von Radar- und Satellitendaten mithilfe neuronaler Netze zu verbessern?Du möchtest dein Expertenwissen im Bereich Machine Learning gezielt einbringen und gemeinsam mit uns Projekte vorantreiben?Die Analyse und Verarbeitung großer Datenmengen fallen dir leicht?Wir haben den passenden Job für dich!Um mit uns erfolgreich zu sein, brauchst du:Ein erfolgreich abgeschlossenes Studium in Informatik, Physik, Mathematik oder in einem vergleichbaren Studiengang.Fundierte Programmierkenntnisse in Python sowie Erfahrung in der performanten Verarbeitung großer Datenmengen.Erfahrung im Design und Training von ML-Modellen, insbesondere aus dem Bereich Computer Vision.Verständnis physikalischer Zusammenhänge und Interesse an deren datenbasierter Modellierung.Idealerweise Grundkenntnisse in C++ und erste Erfahrungen im High-Performance Computing.Folgende Entwicklungsumgebung erwartet dich bei uns:Betriebssystem: Ubuntu Linux mit eigenem BuildsystemEntwicklungsumgebung: Jupyter Notebook / JupyterLab, VSCodeTechnologien / Frameworks: Python, PyTorch, NumPy, OpenCV, C++, OpenMPVersionierung: Git/Gitlab.Was wir dir bieten:Interdisziplinäre Zusammenarbeit: Du bringst dich in bereichsübergreifende Projekte ein und arbeitest eng mit Kolleg*innen aus Entwicklung, Produkt, Marketing und weiteren Teams zusammen.Innovationsfreude und Gestaltungsfreiheit: Bei uns hast du die Möglichkeit, neue Ideen einzubringen und moderne Technologien aktiv mitzugestalten.Flexibel und lebensnah: Ob im Büro, remote oder hybrid – wir achten darauf, dass dein Job in Einklang mit deinem Alltag, deinen Bedürfnissen und deiner Lebensphase steht.Das bieten wir dir außerdemDie Wünsche zur Vereinbarkeit von Beruf und Privatleben sind so individuell, wie die Menschen, die bei uns arbeiten. Deshalb bieten wir dir viele Möglichkeiten, den Arbeitsalltag nach deinen Bedürfnissen zu gestalten – von flexiblen Arbeitszeitmodellen bis hin zur Gesundheitsvorsorge.Jetzt bewerbenJob-InfosBerufsfelderSystem Engineering / AdminStudienfächerInformatikInformationstechnikMathematikNaturwissenschaftenWirtschaftsinformatikAbschlussBachelorMaster/DiplomUnt",C++;Computer Vision;Python;PyTorch;NumPy;Microsoft Visio;Linux
Riverty Group GmbH,Microsoft Dynamics 365 Senior Specialist (Contact Center) (m/w/d),"Wir suchen Unterstützung als: Microsoft Dynamics 365 Senior Specialist (Contact Center) (m/w/d) (unbefristet, Vollzeit) Werde Teil unseres Teams an einem unserer Standorte in Berlin, Verl, Baden-Baden, Münster, Amsterdam oder Heerenveen – flexible Arbeitsbedingungen verfügbar Wir suchen einen Microsoft Dynamics 365 Senior Specialist (Contact Center) (w/m/d), der die die technische Weiterentwicklung und strategische Ausrichtung unserer Customer-Service-Plattform vorantreibt. In dieser Rolle verbindest du tiefgehende technische Expertise mit bereichsübergreifender Zusammenarbeit und gestaltest aktiv den Einsatz von KI-gestützten Automatisierungen. | Deine Aufgaben:: Gestaltung und Implementierung skalierbarer Konfigurationen in Dynamics 365 Contact Center mit Fokus auf Performance, Zuverlässigkeit und Nutzererlebnis. Entwicklung und Pflege von Power-Automate-Workflows, Backend-Integrationen, API-Anbindungen und Custom Connectors. Einsatz und Optimierung von KI-basierten Tools wie Copilot, Chatbots und virtuellen Agenten zur Verbesserung der Kundeninteraktion. Leitung von Migrationsinitiativen von Legacy-Systemen, einschließlich Datenmapping, Transformation, Validierung und bereichsübergreifender Abstimmung. Enge Zusammenarbeit mit Operations, Fachbereichen, IT und externen Partnern zur Abstimmung technischer Lösungen auf die Unternehmensziele. | Dein Profil:: Nachgewiesene Erfahrung in der technischen Konfiguration und internen Plattformbetreuung von Microsoft Dynamics 365 (idealerweise Contact Center). Erfahrung in der Übersetzung von Business-Anforderungen in technische Lösungen in bereichsübergreifenden Teams. Expertise im Einsatz von KI-Tools wie Copilot, Chatbots und virtuellen Agenten. Ausgeprägte analytische Fähigkeiten mit Erfahrung in der Identifikation von Optimierungs- und Automatisierungspotenzialen. Kenntnisse in Backend-Integrationen, APIs und gängigen Enterprise-Tools (z. B. Confluence). Sehr gute Englisch- und Deutschkenntnisse.",Artificial Intelligence (AI);Confluence;Power Automate;Dynamics 365
noris network,(Senior) IT Systems Engineer (VMware Datacenter Virtualization) (m/w/d),Deine Aufgaben:: Betrieb von VMware-Umgebungen inklusive den VMware Aria Suite Komponenten sowie den folgenden VMware Produkten VMware Cloud Director VMware NSX-T VMware vSAN VMware Avi Load Balancer Regelmäßiges Lifecycle-Management (Update bzw. Upgrade) der VMware-Umgebungen Störungsanalyse sowie Fehlerbehebung mithilfe der eingesetzten VMware Aria Suite Produkte im Hotline- und Schichtbetrieb im 2nd- bzw. 3-Level-Bereich Automatisierung von wiederkehrenden Aufgaben Eigenverantwortliche Ticketbearbeitung in gängigen Tools wie OTRS und ServiceNow,Cloud Computing;OTRS;ServiceNow;Storage Area Network (SAN);VMware
